,customer_number,credit_score,num_credit_accounts,oldest_credit_line_age,oldest_account_age_months,total_credit_limit,num_delinquencies_2yrs,num_inquiries_6mo,recent_inquiry_count,num_public_records,num_collections,account_diversity_index
4264,104264,699,9,16.4,196.8,31500.0,0.0,2,2,0,0,0.391
4265,104265,689,0,4.0,48.0,35700.0,0.0,3,3,0,0,0.069
4266,104266,731,7,5.3,63.6,34000.0,0.0,2,2,0,0,0.173
4267,104267,738,6,14.5,174.0,112700.0,0.0,0,0,0,0,0.302
4268,104268,824,7,15.4,184.8,128100.0,0.0,3,3,0,0,0.28
4269,104269,673,1,12.4,148.8,20100.0,0.0,1,1,0,0,0.327
4270,104270,790,9,4.1,49.2,43700.0,0.0,1,1,0,0,0.202
4271,104271,617,0,10.0,120.0,34600.0,0.0,3,3,0,0,0.256
4272,104272,825,13,7.2,86.4,136600.0,0.0,2,2,0,0,0.375
4273,104273,719,8,12.6,151.2,103500.0,0.0,2,2,0,0,0.362
4274,104274,783,9,9.3,111.6,114700.0,0.0,2,2,0,0,0.382
4275,104275,605,5,6.0,72.0,28400.0,0.0,1,1,0,0,0.149
4276,104276,664,13,5.0,60.0,39800.0,0.0,0,0,0,0,0.366
4277,104277,793,9,8.0,96.0,97700.0,0.0,3,3,0,0,0.328
4278,104278,692,13,16.1,193.2,57900.0,0.0,1,1,0,0,0.449
4279,104279,744,8,6.4,76.8,94300.0,0.0,2,2,0,0,0.289
4280,104280,696,11,6.0,72.0,104400.0,0.0,1,1,1,0,0.203
4281,104281,657,13,6.2,74.4,36300.0,0.0,2,2,0,0,0.416
4282,104282,731,5,15.0,180.0,73200.0,0.0,1,1,0,0,0.403
4283,104283,672,4,0.5,6.0,55900.0,0.0,0,0,0,0,0.077
4284,104284,699,6,5.0,60.0,116100.0,0.0,3,3,0,0,0.183
4285,104285,758,8,11.0,132.0,232900.0,0.0,3,3,0,0,0.244
4286,104286,662,7,6.1,73.2,196700.0,0.0,1,1,0,0,0.22
4287,104287,767,8,11.0,132.0,60200.0,0.0,1,1,0,0,0.388
4288,104288,756,5,11.1,133.2,112500.0,0.0,4,4,0,0,0.203
4289,104289,710,11,2.4,28.8,33200.0,0.0,1,1,0,0,0.261
4290,104290,753,3,12.0,144.0,73000.0,0.0,0,0,0,0,0.206
4291,104291,723,2,7.1,85.2,78700.0,0.0,1,1,0,1,0.126
4292,104292,730,11,8.0,96.0,46800.0,0.0,1,1,0,0,0.357
4293,104293,712,11,8.8,105.6,31200.0,0.0,2,2,0,0,0.408
4294,104294,675,17,6.1,73.2,175400.0,0.0,3,3,0,0,0.411
4295,104295,732,10,6.3,75.6,156900.0,0.0,0,0,0,1,0.336
4296,104296,746,12,15.0,180.0,219000.0,0.0,2,2,1,0,0.304
4297,104297,730,11,2.8,33.6,149000.0,0.0,1,1,0,0,0.311
4298,104298,731,18,10.9,130.8,34600.0,0.0,2,2,0,0,0.492
4299,104299,709,9,17.2,206.4,49100.0,0.0,3,3,0,0,0.428
4300,104300,751,2,14.5,174.0,170800.0,0.0,0,0,0,0,0.368
4301,104301,699,14,4.2,50.4,105300.0,0.0,2,2,0,0,0.236
4302,104302,675,18,14.0,168.0,206700.0,0.0,0,0,0,0,0.489
4303,104303,735,14,15.6,187.2,193000.0,0.0,2,2,1,0,0.336
4304,104304,785,6,13.7,164.4,150100.0,0.0,2,2,0,0,0.276
4305,104305,697,8,7.1,85.2,34500.0,,2,2,0,0,0.299
4306,104306,796,7,7.0,84.0,190600.0,0.0,2,2,0,0,0.163
4307,104307,721,20,10.2,122.4,130100.0,0.0,3,3,0,0,0.381
4308,104308,751,13,10.7,128.4,109100.0,0.0,6,6,0,0,0.315
4309,104309,702,13,8.6,103.2,13200.0,0.0,2,2,0,0,0.403
4310,104310,747,3,12.1,145.2,53100.0,0.0,0,0,0,0,0.266
4311,104311,736,11,15.8,189.6,54600.0,0.0,1,1,0,0,0.305
4312,104312,730,21,11.6,139.2,34000.0,0.0,3,3,0,0,0.433
4313,104313,674,8,13.0,156.0,21800.0,0.0,4,4,0,0,0.241
4314,104314,761,8,2.5,30.0,21500.0,0.0,2,2,0,0,0.167
4315,104315,671,11,4.7,56.4,38900.0,0.0,0,0,0,0,0.266
4316,104316,673,14,2.0,24.0,50700.0,0.0,2,2,0,0,0.395
4317,104317,768,16,0.3,3.6,112200.0,0.0,3,3,0,0,0.281
4318,104318,787,15,8.7,104.4,174100.0,0.0,0,0,0,0,0.322
4319,104319,787,9,16.8,201.6,19900.0,0.0,0,0,0,0,0.313
4320,104320,767,21,8.2,98.4,70700.0,0.0,0,0,0,0,0.475
4321,104321,744,7,10.8,129.6,39800.0,0.0,1,1,0,0,0.204
4322,104322,745,12,12.1,145.2,41600.0,0.0,0,0,0,0,0.349
4323,104323,624,7,6.0,72.0,29400.0,,2,2,0,0,0.152
4324,104324,630,10,15.0,180.0,33500.0,0.0,0,0,0,0,0.305
4325,104325,719,10,1.0,12.0,22100.0,0.0,3,3,0,0,0.163
4326,104326,745,11,13.7,164.4,138900.0,0.0,1,1,1,0,0.394
4327,104327,766,7,3.4,40.8,29800.0,0.0,0,0,0,0,0.151
4328,104328,643,13,5.0,60.0,100700.0,0.0,1,1,0,0,0.217
4329,104329,760,13,9.1,109.2,166400.0,0.0,0,0,0,0,0.326
4330,104330,721,8,7.3,87.6,29800.0,0.0,0,0,1,0,0.295
4331,104331,703,11,1.2,14.4,25300.0,0.0,1,1,1,0,0.271
4332,104332,737,7,6.0,72.0,219000.0,0.0,2,2,0,0,0.153
4333,104333,723,18,14.1,169.2,123500.0,0.0,1,1,0,0,0.425
4334,104334,702,12,11.5,138.0,58200.0,0.0,1,1,0,0,0.327
4335,104335,727,9,9.0,108.0,61800.0,0.0,2,2,0,0,0.338
4336,104336,773,0,10.1,121.2,36900.0,0.0,0,0,0,0,0.26
4337,104337,711,9,3.9,46.8,16500.0,0.0,0,0,0,0,0.226
4338,104338,781,4,12.0,144.0,77300.0,0.0,1,1,0,0,0.329
4339,104339,725,20,11.0,132.0,34500.0,0.0,3,3,0,0,0.427
4340,104340,703,5,1.0,12.0,29700.0,0.0,3,3,1,0,0.238
4341,104341,804,11,15.3,183.6,55100.0,0.0,3,3,0,0,0.431
4342,104342,756,10,10.9,130.8,31100.0,0.0,4,4,0,0,0.32
4343,104343,708,6,1.7,20.4,37200.0,0.0,1,1,0,0,0.261
4344,104344,704,19,2.5,30.0,42100.0,0.0,2,2,0,0,0.266
4345,104345,802,15,8.3,99.6,229500.0,0.0,2,2,0,0,0.397
4346,104346,663,15,22.8,273.6,47800.0,0.0,1,1,0,0,0.466
4347,104347,764,16,0.8,9.6,171300.0,0.0,1,1,0,0,0.399
4348,104348,709,8,7.9,94.8,30700.0,0.0,2,2,0,0,0.35
4349,104349,774,14,10.9,130.8,107300.0,0.0,2,2,0,0,0.346
4350,104350,733,11,7.3,87.6,18500.0,0.0,2,2,0,0,0.319
4351,104351,626,5,5.0,60.0,29100.0,0.0,5,5,0,0,0.203
4352,104352,685,12,12.8,153.6,35000.0,0.0,2,2,0,0,0.414
4353,104353,719,10,11.6,139.2,82600.0,0.0,1,1,1,0,0.422
4354,104354,684,3,10.4,124.8,212200.0,0.0,5,5,0,0,0.334
4355,104355,685,9,19.9,238.8,98000.0,0.0,2,2,1,0,0.33
4356,104356,766,4,9.7,116.4,106400.0,0.0,1,1,0,0,0.257
4357,104357,722,1,9.0,108.0,163300.0,0.0,4,4,0,0,0.103
4358,104358,737,5,11.6,139.2,161000.0,0.0,3,3,0,0,0.374
4359,104359,662,12,12.0,144.0,40400.0,0.0,4,4,0,0,0.439
4360,104360,704,10,3.2,38.4,167000.0,0.0,0,0,0,0,0.266
4361,104361,771,7,6.4,76.8,200900.0,0.0,2,2,0,0,0.173
4362,104362,679,4,4.0,48.0,12500.0,0.0,1,1,0,0,0.138
4363,104363,683,1,2.0,24.0,40400.0,1.0,0,0,0,0,0.206
4364,104364,812,14,11.4,136.8,296100.0,0.0,4,4,0,0,0.43
4365,104365,688,2,12.0,144.0,94500.0,0.0,2,2,0,0,0.329
4366,104366,629,8,8.9,106.8,20400.0,0.0,2,2,1,0,0.22
4367,104367,695,8,15.0,180.0,75600.0,0.0,1,1,0,0,0.313
4368,104368,617,10,9.3,111.6,105400.0,0.0,2,2,0,0,0.291
4369,104369,744,5,17.0,204.0,115600.0,0.0,1,1,0,0,0.25
4370,104370,729,15,10.7,128.4,42800.0,0.0,1,1,0,0,0.315
4371,104371,725,14,8.1,97.2,32300.0,0.0,2,2,0,0,0.355
4372,104372,715,14,4.0,48.0,65500.0,0.0,1,1,0,0,0.274
4373,104373,685,15,10.9,130.8,110100.0,0.0,4,4,0,0,0.493
4374,104374,739,15,2.6,31.2,59900.0,0.0,2,2,0,0,0.217
4375,104375,651,11,1.1,13.2,45600.0,0.0,4,4,0,0,0.239
4376,104376,730,5,15.9,190.8,110800.0,0.0,0,0,0,0,0.319
4377,104377,773,6,15.8,189.6,111100.0,0.0,1,1,0,0,0.336
4378,104378,727,7,8.1,97.2,169000.0,0.0,1,1,0,0,0.233
4379,104379,779,15,21.0,252.0,79400.0,0.0,1,1,0,0,0.476
4380,104380,746,1,5.1,61.2,30300.0,0.0,0,0,0,0,0.204
4381,104381,695,4,9.0,108.0,76300.0,0.0,0,0,0,0,0.206
4382,104382,767,12,9.8,117.6,31300.0,0.0,0,0,0,0,0.294
4383,104383,633,15,3.2,38.4,15700.0,0.0,1,1,0,0,0.268
4384,104384,790,7,5.6,67.2,123600.0,,2,2,0,0,0.19
4385,104385,737,20,15.3,183.6,169700.0,0.0,1,1,0,0,0.524
4386,104386,726,10,4.0,48.0,72000.0,0.0,0,0,0,0,0.296
4387,104387,764,14,3.9,46.8,34600.0,0.0,4,4,0,0,0.372
4388,104388,749,20,8.2,98.4,217600.0,0.0,1,1,0,0,0.523
4389,104389,790,13,0.2,2.4,60800.0,0.0,0,0,1,0,0.209
4390,104390,627,10,12.6,151.2,47700.0,0.0,2,2,0,0,0.425
4391,104391,678,2,8.9,106.8,108400.0,0.0,1,1,0,0,0.235
4392,104392,706,12,13.4,160.8,66900.0,0.0,5,5,0,0,0.339
4393,104393,724,15,5.5,66.0,131800.0,0.0,1,1,0,0,0.277
4394,104394,704,6,9.9,118.8,146700.0,0.0,2,2,0,0,0.243
4395,104395,709,5,9.8,117.6,151200.0,0.0,2,2,0,0,0.291
4396,104396,736,7,14.2,170.4,233200.0,0.0,0,0,0,0,0.42
4397,104397,725,11,14.9,178.8,58700.0,0.0,0,0,0,0,0.476
4398,104398,645,10,10.2,122.4,71400.0,0.0,0,0,0,0,0.327
4399,104399,800,3,3.2,38.4,194400.0,0.0,0,0,0,0,0.176
4400,104400,729,15,18.0,216.0,400000.0,0.0,2,2,0,0,0.521
4401,104401,676,8,7.9,94.8,87700.0,0.0,1,1,0,0,0.296
4402,104402,718,4,5.6,67.2,54000.0,0.0,0,0,0,0,0.287
4403,104403,687,10,2.6,31.2,44600.0,0.0,5,5,0,0,0.263
4404,104404,689,10,8.3,99.6,25800.0,0.0,2,2,0,0,0.391
4405,104405,759,20,8.0,96.0,79700.0,0.0,0,0,0,0,0.363
4406,104406,738,15,10.9,130.8,91100.0,0.0,1,1,0,0,0.4
4407,104407,701,14,7.0,84.0,34900.0,0.0,2,2,0,0,0.341
4408,104408,724,21,20.4,244.8,54500.0,0.0,2,2,0,0,0.507
4409,104409,806,3,12.3,147.6,198700.0,0.0,3,3,0,0,0.193
4410,104410,813,8,11.7,140.4,121900.0,0.0,3,3,0,0,0.293
4411,104411,663,6,1.2,14.4,69600.0,0.0,2,2,0,1,0.152
4412,104412,704,20,9.2,110.4,56200.0,0.0,1,1,0,0,0.403
4413,104413,720,12,2.3,27.6,100800.0,0.0,0,0,0,0,0.304
4414,104414,721,9,15.9,190.8,40500.0,0.0,1,1,0,0,0.351
4415,104415,752,6,13.0,156.0,82400.0,0.0,1,1,0,0,0.351
4416,104416,623,3,12.8,153.6,143800.0,0.0,2,2,0,0,0.281
4417,104417,777,12,2.8,33.6,151400.0,0.0,2,2,0,0,0.347
4418,104418,699,15,16.2,194.4,52100.0,0.0,1,1,0,0,0.525
4419,104419,785,11,6.0,72.0,86700.0,0.0,0,0,0,0,0.348
4420,104420,713,9,10.7,128.4,41300.0,0.0,1,1,0,0,0.243
4421,104421,748,7,10.5,126.0,59100.0,1.0,2,2,0,0,0.258
4422,104422,675,14,15.6,187.2,30100.0,0.0,1,1,0,0,0.367
4423,104423,724,16,11.0,132.0,65900.0,0.0,1,1,1,0,0.431
4424,104424,742,12,13.5,162.0,47200.0,0.0,2,2,1,0,0.339
4425,104425,740,13,20.0,240.0,119200.0,0.0,1,1,0,0,0.461
4426,104426,683,1,2.0,24.0,88600.0,0.0,0,0,0,0,0.102
4427,104427,786,9,10.6,127.2,174500.0,0.0,2,2,0,0,0.306
4428,104428,672,10,7.0,84.0,113100.0,0.0,0,0,0,0,0.316
4429,104429,692,8,3.4,40.8,125200.0,0.0,1,1,0,0,0.227
4430,104430,674,1,0.9,10.8,40500.0,0.0,1,1,0,0,0.122
4431,104431,712,9,12.7,152.4,24100.0,0.0,2,2,0,0,0.251
4432,104432,723,15,0.5,6.0,111900.0,0.0,0,0,0,0,0.208
4433,104433,676,12,0.0,0.0,29600.0,,3,3,0,0,0.283
4434,104434,701,8,3.5,42.0,112400.0,0.0,2,2,0,0,0.307
4435,104435,675,10,4.0,48.0,24300.0,1.0,6,6,0,0,0.222
4436,104436,712,16,0.9,10.8,32800.0,0.0,1,1,0,0,0.402
4437,104437,726,3,8.8,105.6,106100.0,0.0,0,0,0,0,0.256
4438,104438,651,4,1.1,13.2,40300.0,0.0,1,1,0,0,0.126
4439,104439,620,3,2.1,25.2,31100.0,0.0,0,0,0,0,0.229
4440,104440,710,20,11.3,135.6,53300.0,1.0,0,0,0,0,0.478
4441,104441,696,5,12.0,144.0,81900.0,0.0,0,0,0,0,0.269
4442,104442,732,6,7.2,86.4,56900.0,0.0,1,1,0,0,0.185
4443,104443,661,13,18.1,217.2,55800.0,0.0,1,1,0,0,0.427
4444,104444,716,7,12.0,144.0,122300.0,0.0,2,2,0,0,0.387
4445,104445,708,17,1.9,22.8,17300.0,0.0,2,2,0,0,0.331
4446,104446,716,5,6.3,75.6,28300.0,0.0,3,3,0,0,0.228
4447,104447,664,15,10.2,122.4,45700.0,0.0,1,1,0,0,0.431
4448,104448,707,16,6.3,75.6,25700.0,0.0,3,3,0,0,0.397
4449,104449,733,19,21.4,256.8,84400.0,0.0,2,2,0,0,0.578
4450,104450,786,19,17.3,207.6,69500.0,0.0,3,3,1,0,0.421
4451,104451,710,11,5.8,69.6,56900.0,,1,1,0,0,0.201
4452,104452,707,5,0.0,0.0,22600.0,0.0,2,2,0,0,0.195
4453,104453,694,5,6.3,75.6,129300.0,0.0,2,2,0,0,0.251
4454,104454,683,19,5.0,60.0,48300.0,0.0,2,2,0,0,0.346
4455,104455,811,9,8.5,102.0,161300.0,0.0,2,2,0,0,0.27
4456,104456,827,7,8.3,99.6,223400.0,0.0,1,1,0,0,0.363
4457,104457,663,12,0.0,0.0,17000.0,0.0,1,1,0,0,0.296
4458,104458,746,9,14.9,178.8,119100.0,0.0,0,0,0,0,0.386
4459,104459,754,9,18.7,224.4,78000.0,0.0,1,1,0,0,0.327
4460,104460,826,17,7.3,87.6,152200.0,0.0,3,3,0,0,0.311
4461,104461,707,10,17.8,213.6,77100.0,0.0,0,0,0,0,0.388
4462,104462,818,17,12.5,150.0,168600.0,0.0,0,0,0,0,0.514
4463,104463,676,0,3.0,36.0,85400.0,0.0,2,2,0,0,0.091
4464,104464,700,1,2.0,24.0,63900.0,0.0,1,1,0,0,0.217
4465,104465,773,5,14.9,178.8,139000.0,0.0,2,2,0,0,0.407
4466,104466,706,13,14.7,176.4,83700.0,0.0,3,3,0,0,0.361
4467,104467,788,10,6.2,74.4,96100.0,,2,2,1,0,0.215
4468,104468,827,13,12.9,154.8,134700.0,0.0,1,1,0,0,0.469
4469,104469,758,14,13.2,158.4,167000.0,0.0,1,1,0,0,0.381
4470,104470,761,13,6.6,79.2,170300.0,0.0,1,1,0,0,0.42
4471,104471,699,1,0.8,9.6,53600.0,0.0,0,0,0,0,0.083
4472,104472,709,5,13.0,156.0,78800.0,0.0,3,3,0,0,0.371
4473,104473,730,6,2.9,34.8,48700.0,0.0,4,4,0,0,0.19
4474,104474,686,10,8.0,96.0,87100.0,0.0,1,1,0,0,0.264
4475,104475,746,12,3.6,43.2,372200.0,0.0,0,0,0,0,0.332
4476,104476,778,6,1.8,21.6,84000.0,0.0,2,2,0,0,0.288
4477,104477,815,6,1.9,22.8,169300.0,1.0,3,3,0,0,0.165
4478,104478,686,14,11.6,139.2,83300.0,0.0,2,2,0,0,0.413
4479,104479,727,10,19.2,230.4,81000.0,0.0,2,2,0,0,0.496
4480,104480,754,12,0.6,7.2,36200.0,0.0,2,2,0,0,0.226
4481,104481,706,17,18.3,219.6,142400.0,0.0,3,3,0,0,0.43
4482,104482,703,11,7.1,85.2,44500.0,0.0,3,3,0,0,0.269
4483,104483,660,6,8.7,104.4,23500.0,0.0,0,0,0,0,0.215
4484,104484,720,12,3.8,45.6,122200.0,0.0,3,3,0,0,0.335
4485,104485,664,15,15.3,183.6,50400.0,0.0,2,2,0,0,0.353
4486,104486,739,9,11.0,132.0,106100.0,0.0,0,0,0,0,0.329
4487,104487,750,5,10.3,123.6,68100.0,0.0,0,0,0,0,0.329
4488,104488,695,8,6.0,72.0,52800.0,0.0,3,3,0,0,0.329
4489,104489,761,4,7.8,93.6,146200.0,0.0,1,1,1,0,0.23
4490,104490,711,7,14.3,171.6,76500.0,0.0,0,0,0,0,0.286
4491,104491,675,5,3.9,46.8,27100.0,0.0,3,3,0,0,0.24
4492,104492,704,8,14.3,171.6,207100.0,0.0,1,1,0,0,0.422
4493,104493,729,10,15.4,184.8,39200.0,0.0,3,3,0,0,0.303
4494,104494,727,14,14.1,169.2,48600.0,0.0,0,0,0,0,0.397
4495,104495,728,4,16.2,194.4,44700.0,0.0,1,1,0,0,0.311
4496,104496,666,1,2.9,34.8,63400.0,0.0,1,1,0,0,0.092
4497,104497,619,5,4.0,48.0,24900.0,1.0,0,0,0,1,0.114
4498,104498,662,17,12.0,144.0,32800.0,0.0,2,2,0,0,0.443
4499,104499,729,15,23.0,276.0,73100.0,0.0,1,1,1,0,0.53
4500,104500,652,2,6.1,73.2,73100.0,0.0,1,1,1,0,0.165
4501,104501,725,11,18.6,223.2,67500.0,0.0,4,4,0,0,0.497
4502,104502,759,8,11.0,132.0,136600.0,0.0,3,3,0,0,0.379
4503,104503,761,7,13.7,164.4,211100.0,0.0,0,0,0,0,0.334
4504,104504,762,6,12.4,148.8,141500.0,0.0,0,0,0,0,0.321
4505,104505,691,16,10.2,122.4,54800.0,0.0,5,5,0,0,0.365
4506,104506,732,8,7.1,85.2,61600.0,0.0,4,4,0,0,0.239
4507,104507,800,2,13.3,159.6,223100.0,0.0,3,3,0,0,0.197
4508,104508,715,7,7.1,85.2,31900.0,0.0,0,0,0,0,0.2
4509,104509,634,13,6.3,75.6,32700.0,0.0,0,0,0,0,0.26
4510,104510,728,10,1.3,15.6,21100.0,0.0,3,3,0,0,0.14
4511,104511,794,9,14.4,172.8,92100.0,0.0,1,1,0,0,0.379
4512,104512,639,7,8.0,96.0,30600.0,0.0,0,0,0,0,0.265
4513,104513,717,0,0.0,0.0,52200.0,0.0,1,1,0,0,0.12
4514,104514,699,18,6.0,72.0,18700.0,0.0,1,1,0,0,0.404
4515,104515,793,25,8.9,106.8,109100.0,0.0,0,0,0,0,0.558
4516,104516,647,11,2.9,34.8,22100.0,0.0,2,2,0,0,0.185
4517,104517,627,4,14.9,178.8,68500.0,0.0,2,2,0,0,0.292
4518,104518,680,19,1.9,22.8,80500.0,0.0,1,1,0,0,0.368
4519,104519,663,9,2.5,30.0,47000.0,1.0,3,3,0,0,0.255
4520,104520,815,6,13.2,158.4,54900.0,0.0,1,1,0,0,0.298
4521,104521,665,9,11.9,142.8,79100.0,0.0,1,1,0,1,0.387
4522,104522,743,7,16.3,195.6,76800.0,0.0,3,3,0,0,0.333
4523,104523,775,3,1.5,18.0,176400.0,0.0,0,0,0,0,0.055
4524,104524,704,17,10.5,126.0,57100.0,0.0,0,0,0,0,0.34
4525,104525,683,11,10.0,120.0,103100.0,0.0,0,0,0,0,0.385
4526,104526,705,7,5.0,60.0,30200.0,0.0,1,1,0,0,0.201
4527,104527,748,10,1.3,15.6,29000.0,0.0,0,0,0,0,0.166
4528,104528,690,6,20.1,241.2,43400.0,0.0,3,3,0,0,0.341
4529,104529,753,9,15.5,186.0,90500.0,0.0,0,0,0,0,0.43
4530,104530,738,18,1.4,16.8,59000.0,0.0,2,2,0,0,0.397
4531,104531,708,23,15.0,180.0,118200.0,0.0,3,3,0,0,0.564
4532,104532,708,9,5.1,61.2,148200.0,0.0,0,0,0,0,0.308
4533,104533,696,15,15.8,189.6,79400.0,0.0,2,2,0,0,0.346
4534,104534,664,13,3.8,45.6,33900.0,0.0,2,2,0,0,0.336
4535,104535,737,11,0.4,4.8,62100.0,0.0,1,1,0,1,0.194
4536,104536,720,8,21.8,261.6,82900.0,0.0,1,1,0,0,0.376
4537,104537,724,6,11.8,141.6,170500.0,0.0,3,3,0,0,0.253
4538,104538,638,3,4.6,55.2,25900.0,0.0,2,2,0,0,0.247
4539,104539,660,18,14.8,177.6,48200.0,0.0,6,6,0,1,0.386
4540,104540,737,2,8.0,96.0,98700.0,0.0,0,0,0,0,0.193
4541,104541,692,7,0.0,0.0,34500.0,0.0,1,1,0,0,0.142
4542,104542,714,3,4.6,55.2,151300.0,0.0,1,1,0,1,0.214
4543,104543,678,12,15.7,188.4,18000.0,0.0,3,3,0,0,0.36
4544,104544,735,11,14.5,174.0,76500.0,0.0,1,1,0,0,0.304
4545,104545,760,4,9.5,114.0,95400.0,0.0,4,4,0,0,0.188
4546,104546,714,14,9.1,109.2,135200.0,0.0,3,3,0,0,0.399
4547,104547,723,7,3.8,45.6,63800.0,0.0,0,0,0,0,0.269
4548,104548,699,12,8.4,100.8,42600.0,0.0,1,1,0,0,0.423
4549,104549,700,5,11.4,136.8,46500.0,0.0,0,0,0,0,0.283
4550,104550,693,20,6.0,72.0,98400.0,0.0,2,2,0,0,0.323
4551,104551,770,13,11.5,138.0,116700.0,0.0,2,2,0,0,0.405
4552,104552,712,4,21.0,252.0,200400.0,0.0,3,3,0,0,0.435
4553,104553,746,19,4.5,54.0,35600.0,0.0,5,5,0,0,0.461
4554,104554,673,4,12.1,145.2,119700.0,,0,0,0,0,0.198
4555,104555,703,14,15.0,180.0,50800.0,0.0,2,2,0,0,0.435
4556,104556,646,4,7.0,84.0,36500.0,0.0,1,1,0,0,0.229
4557,104557,662,10,5.6,67.2,71300.0,0.0,2,2,0,0,0.191
4558,104558,695,5,8.5,102.0,77200.0,0.0,2,2,0,0,0.247
4559,104559,795,12,1.9,22.8,98300.0,0.0,1,1,0,0,0.32
4560,104560,664,9,7.0,84.0,63800.0,0.0,2,2,0,0,0.256
4561,104561,741,10,2.5,30.0,71100.0,0.0,1,1,0,0,0.211
4562,104562,686,13,6.0,72.0,30100.0,0.0,0,0,0,0,0.249
4563,104563,716,6,12.0,144.0,166400.0,0.0,3,3,0,0,0.275
4564,104564,725,13,7.0,84.0,35200.0,0.0,2,2,0,0,0.385
4565,104565,679,13,6.6,79.2,85000.0,0.0,1,1,1,0,0.322
4566,104566,708,6,9.1,109.2,37200.0,0.0,1,1,0,0,0.248
4567,104567,660,9,5.0,60.0,67900.0,0.0,1,1,0,0,0.179
4568,104568,731,13,7.1,85.2,30800.0,0.0,1,1,0,0,0.291
4569,104569,761,10,12.6,151.2,123800.0,0.0,0,0,0,0,0.445
4570,104570,686,5,8.0,96.0,124500.0,0.0,1,1,0,0,0.219
4571,104571,720,8,6.5,78.0,41200.0,0.0,2,2,0,0,0.279
4572,104572,634,9,0.0,0.0,48300.0,0.0,1,1,0,0,0.166
4573,104573,718,4,8.1,97.2,63700.0,0.0,2,2,0,0,0.193
4574,104574,711,5,9.1,109.2,73000.0,0.0,3,3,0,0,0.29
4575,104575,669,12,14.1,169.2,62500.0,0.0,3,3,0,0,0.452
4576,104576,692,3,9.0,108.0,53300.0,0.0,0,0,0,0,0.195
4577,104577,821,12,2.8,33.6,121100.0,0.0,2,2,0,0,0.228
4578,104578,723,10,2.2,26.4,56800.0,0.0,1,1,0,0,0.232
4579,104579,645,15,3.0,36.0,52900.0,0.0,1,1,0,0,0.258
4580,104580,741,23,5.0,60.0,76300.0,0.0,3,3,0,0,0.489
4581,104581,783,9,8.3,99.6,189100.0,0.0,0,0,0,0,0.363
4582,104582,697,4,5.9,70.8,68200.0,0.0,1,1,0,0,0.125
4583,104583,691,9,16.4,196.8,168900.0,0.0,2,2,0,0,0.281
4584,104584,773,10,11.2,134.4,43000.0,0.0,1,1,0,0,0.344
4585,104585,770,4,14.2,170.4,83500.0,0.0,2,2,0,0,0.219
4586,104586,694,6,0.8,9.6,38200.0,0.0,1,1,1,0,0.101
4587,104587,683,11,6.5,78.0,55100.0,0.0,4,4,1,0,0.328
4588,104588,646,11,15.0,180.0,23000.0,0.0,1,1,0,0,0.344
4589,104589,646,2,14.5,174.0,30500.0,0.0,2,2,0,0,0.355
4590,104590,750,11,2.0,24.0,66000.0,0.0,2,2,0,0,0.249
4591,104591,732,2,3.8,45.6,110100.0,0.0,1,1,0,0,0.263
4592,104592,666,8,5.4,64.8,19000.0,0.0,0,0,0,0,0.32
4593,104593,717,6,15.4,184.8,120000.0,0.0,2,2,0,0,0.23
4594,104594,674,10,11.4,136.8,21600.0,0.0,1,1,0,0,0.425
4595,104595,768,15,8.9,106.8,76500.0,0.0,1,1,0,0,0.429
4596,104596,702,13,12.0,144.0,37500.0,0.0,1,1,0,0,0.39
4597,104597,700,19,15.3,183.6,35800.0,0.0,0,0,0,0,0.585
4598,104598,772,9,2.7,32.4,271700.0,0.0,1,1,1,0,0.334
4599,104599,745,20,18.6,223.2,116000.0,0.0,1,1,0,0,0.477
4600,104600,683,8,9.2,110.4,69200.0,0.0,0,0,0,0,0.199
4601,104601,718,17,11.2,134.4,107500.0,0.0,1,1,0,0,0.384
4602,104602,726,0,7.0,84.0,41200.0,0.0,1,1,0,0,0.116
4603,104603,673,0,0.0,0.0,77500.0,0.0,3,3,0,0,0.028
4604,104604,718,15,10.5,126.0,66900.0,0.0,0,0,1,0,0.361
4605,104605,735,8,10.9,130.8,258000.0,0.0,4,4,0,0,0.275
4606,104606,705,2,14.4,172.8,60700.0,0.0,0,0,0,0,0.351
4607,104607,750,6,1.7,20.4,179300.0,0.0,1,1,0,0,0.225
4608,104608,713,11,10.9,130.8,39600.0,0.0,2,2,0,0,0.262
4609,104609,686,1,2.0,24.0,34000.0,0.0,1,1,0,0,0.058
4610,104610,687,9,6.2,74.4,31200.0,0.0,1,1,0,0,0.331
4611,104611,781,8,12.8,153.6,173900.0,0.0,0,0,0,0,0.346
4612,104612,666,10,17.1,205.2,57900.0,0.0,2,2,0,0,0.423
4613,104613,681,19,13.0,156.0,107500.0,0.0,4,4,0,0,0.402
4614,104614,666,11,12.2,146.4,59900.0,0.0,1,1,0,0,0.445
4615,104615,809,15,2.9,34.8,89300.0,0.0,1,1,0,0,0.376
4616,104616,757,0,6.0,72.0,101100.0,0.0,0,0,0,0,0.156
4617,104617,660,8,0.9,10.8,74800.0,0.0,2,2,0,0,0.297
4618,104618,748,6,11.1,133.2,166700.0,0.0,2,2,0,0,0.272
4619,104619,706,4,11.0,132.0,180700.0,0.0,3,3,0,0,0.348
