cust_id,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents
104400,36,129900,8.3,Full Time,Some College,Single,1
104401,28,42900,4.9,Full Time,High School,Single,2
104402,34,40900,7.6,Full Time,Bachelor,Divorced,2
104403,36,42300,7.5,Self Employed,Bachelor,Married,2
104404,40,33800,5.3,Self Employed,High School,Single,2
104405,58,75700,2.1,Self Employed,Graduate,Married,2
104406,49,31400,2.1,Full Time,High School,Divorced,1
104407,25,20000,5.6,Full Time,Bachelor,Married,0
104408,56,55800,0.2,Full Time,High School,Married,1
104409,44,121700,11.4,Full Time,Graduate,Married,0
104410,47,78500,1.4,Full Time,Graduate,Single,0
104411,37,39200,5.1,Full Time,Some College,Married,2
104412,56,54900,0.4,Full Time,High School,Married,2
104413,50,34600,7.1,Full Time,Some College,Married,0
104414,37,62100,8.6,Part Time,Graduate,Married,0
104415,31,72100,4.1,Full Time,Bachelor,Married,3
104416,31,69400,1.4,Self Employed,Graduate,Single,1
104417,50,62300,4.3,Self Employed,Graduate,Married,1
104418,48,34800,2.4,Full Time,Some College,Single,0
104419,24,87500,4.8,Full Time,Some College,Single,0
104420,44,42700,5.5,Full Time,Some College,Married,0
104421,35,75600,7.2,Self Employed,Graduate,Single,3
104422,43,34300,11.0,Full Time,Bachelor,Single,2
104423,29,28600,10.5,Full Time,Some College,Single,1
104424,59,30500,11.9,Self Employed,High School,Married,0
104425,38,36900,7.8,Self Employed,Some College,Single,0
104426,23,52300,2.2,Full Time,Graduate,Single,2
104427,49,55600,5.2,Self Employed,High School,Divorced,0
104428,25,38900,7.6,Full Time,Some College,Married,2
104429,42,53000,6.2,Self Employed,High School,Married,2
104430,31,23600,5.5,Full Time,High School,Married,1
104431,46,23400,7.8,Contractor,Bachelor,Married,0
104432,55,40600,0.6,Contractor,High School,Married,1
104433,18,20000,0.3,Contractor,High School,Single,0
104434,32,36800,8.1,Part Time,Bachelor,Single,2
104435,22,24600,4.3,Full Time,Some College,Single,1
104436,40,31500,6.4,Full Time,Bachelor,Single,0
104437,27,39300,4.7,Full Time,Graduate,Married,0
104438,34,23500,13.4,Part Time,Some College,Single,1
104439,21,20000,3.7,Full Time,Some College,Married,1
104440,52,28700,8.7,Full Time,Graduate,Married,1
104441,30,42600,8.5,Part Time,Some College,Married,3
104442,45,20000,0.8,Contractor,Some College,Married,0
104443,43,35500,10.6,Full Time,High School,Married,0
104444,30,55400,10.2,Full Time,Some College,Single,0
104445,66,20000,7.3,Full Time,Bachelor,Single,3
104446,46,39600,5.8,Self Employed,Bachelor,Single,1
104447,48,21100,3.7,Full Time,High School,Married,2
104448,47,41100,5.4,Part Time,Bachelor,Married,0
104449,57,35300,7.0,Full Time,High School,Married,0
104450,39,38900,12.6,Full Time,Bachelor,Single,2
104451,36,41800,0.1,Full Time,High School,Married,0
104452,18,20000,0.9,Part Time,Bachelor,Single,0
104453,32,80400,9.8,Part Time,Bachelor,Married,0
104454,23,20000,5.5,Full Time,Some College,Single,0
104455,38,47400,8.3,Full Time,Some College,Married,1
104456,53,117700,13.1,Self Employed,Graduate,Single,1
104457,18,20000,0.3,Full Time,Bachelor,Single,2
104458,37,81000,6.9,Full Time,Bachelor,Married,0
104459,45,27600,0.6,Full Time,Some College,Divorced,2
104460,55,54300,1.0,Full Time,Advanced,Single,5
104461,52,25800,14.5,Full Time,High School,Married,1
104462,39,73000,4.2,Full Time,Bachelor,Married,4
104463,21,41900,3.4,Full Time,Some College,Married,0
104464,20,21700,2.4,Part Time,Bachelor,Single,1
104465,48,105200,4.6,Full Time,Some College,Married,1
104466,43,33700,9.2,Part Time,Some College,Married,2
104467,45,73600,9.5,Self Employed,Graduate,Married,0
104468,52,57000,1.4,Self Employed,Some College,Married,2
104469,42,65000,0.3,Full Time,Graduate,Married,3
104470,50,69300,1.7,Full Time,Advanced,Single,1
104471,28,32500,2.9,Full Time,Bachelor,Divorced,1
104472,44,68400,15.2,Full Time,Some College,Divorced,1
104473,35,20000,8.1,Full Time,High School,Married,1
104474,36,40900,5.8,Full Time,Bachelor,Married,1
104475,48,135700,3.4,Part Time,High School,Married,2
104476,53,31400,1.5,Full Time,Graduate,Single,0
104477,53,63500,4.2,Part Time,Some College,Single,0
104478,35,33400,2.8,Full Time,Some College,Single,1
104479,44,52500,6.7,Part Time,Graduate,Married,2
104480,44,28500,7.4,Part Time,Bachelor,Divorced,0
104481,38,49400,6.7,Full Time,Bachelor,Married,2
104482,40,24900,5.2,Full Time,Bachelor,Single,1
104483,29,20000,1.0,Part Time,Some College,Married,1
104484,49,50200,3.4,Full Time,Some College,Married,3
104485,48,29700,0.9,Full Time,Some College,Single,0
104486,29,39700,6.9,Full Time,Bachelor,Single,0
104487,30,31100,12.1,Full Time,High School,Married,1
104488,24,27400,6.3,Full Time,Bachelor,Single,2
104489,34,83000,6.4,Full Time,Some College,Married,1
104490,60,35300,3.9,Full Time,High School,Married,1
104491,31,20000,4.5,Part Time,Some College,Married,0
104492,54,68500,9.8,Full Time,Bachelor,Single,0
104493,43,25100,2.4,Full Time,High School,Married,2
104494,36,36200,5.4,Full Time,Bachelor,Single,1
104495,42,31000,8.8,Full Time,Bachelor,Married,4
104496,29,23900,4.4,Full Time,High School,Divorced,0
104497,22,20000,5.0,Full Time,High School,Single,0
104498,30,20000,7.6,Full Time,High School,Married,3
104499,62,43400,3.0,Self Employed,High School,Single,2
104500,43,34300,9.9,Full Time,High School,Single,1
104501,50,36400,7.3,Full Time,Some College,Married,1
104502,44,54300,5.3,Full Time,Graduate,Divorced,0
104503,54,72000,3.3,Full Time,Some College,Married,1
104504,51,48300,1.6,Self Employed,Some College,Single,1
104505,40,40500,3.2,Part Time,Bachelor,Married,2
104506,35,20000,4.8,Full Time,Some College,Married,3
104507,35,64800,0.7,Full Time,Advanced,Single,2
104508,37,31800,3.0,Full Time,Bachelor,Married,0
104509,30,24600,8.3,Full Time,High School,Married,3
104510,41,20000,4.5,Full Time,Bachelor,Married,0
104511,36,41000,2.0,Self Employed,Bachelor,Married,3
104512,26,43700,6.0,Full Time,Some College,Single,2
104513,18,35700,0.9,Full Time,Bachelor,Single,2
104514,67,20200,13.3,Self Employed,Some College,Married,1
104515,43,54100,8.4,Full Time,Graduate,Married,1
104516,40,20000,3.6,Contractor,Bachelor,Married,2
104517,42,36200,8.0,Full Time,Graduate,Single,2
104518,48,41500,1.2,Full Time,Graduate,Divorced,1
104519,45,28400,5.0,Full Time,High School,Single,0
104520,33,65300,4.3,Full Time,Bachelor,Single,0
104521,44,41400,11.1,Full Time,Bachelor,Married,0
104522,38,43700,4.2,Full Time,Graduate,Married,2
104523,53,79700,13.5,Contractor,Advanced,Single,0
104524,60,24800,2.9,Full Time,Some College,Married,4
104525,28,41200,2.3,Full Time,High School,Married,2
104526,23,25400,2.0,Self Employed,High School,Single,0
104527,66,20000,10.1,Part Time,Graduate,Married,1
104528,44,28000,10.1,Self Employed,Some College,Divorced,0
104529,41,47400,6.3,Full Time,Graduate,Married,3
104530,37,33200,9.2,Contractor,Some College,Married,3
104531,33,65300,,Full Time,Advanced,Married,2
104532,41,59000,3.1,Self Employed,Bachelor,Divorced,0
104533,35,27400,9.2,Full Time,High School,Single,1
104534,24,45700,6.7,Full Time,High School,Single,3
104535,55,25900,2.3,Full Time,Some College,Single,0
104536,55,42500,5.0,Full Time,High School,Married,2
104537,35,55400,4.7,Contractor,Bachelor,Single,0
104538,28,20000,0.9,Full Time,High School,Married,0
104539,47,41700,2.4,Full Time,High School,Divorced,0
104540,26,47800,4.7,Part Time,Bachelor,Married,1
104541,18,20000,0.1,Part Time,Some College,Divorced,1
104542,31,53000,0.7,Full Time,Graduate,Married,0
104543,36,22400,,Self Employed,Graduate,Married,2
104544,38,51400,2.7,Full Time,Graduate,Married,4
104545,38,43800,3.3,Self Employed,Advanced,Married,2
104546,38,51700,5.6,Full Time,Some College,Single,0
104547,34,58200,9.5,Full Time,Graduate,Married,1
104548,33,33800,1.4,Full Time,High School,Married,0
104549,38,40700,,Full Time,Bachelor,Married,0
104550,24,36800,5.0,Full Time,Some College,Single,0
104551,59,41000,12.5,Part Time,Bachelor,Married,1
104552,39,103200,8.4,Full Time,Graduate,Single,2
104553,51,31300,4.4,Full Time,High School,Single,2
104554,37,44500,3.9,Full Time,Graduate,Single,1
104555,33,21100,9.9,Part Time,Bachelor,Single,1
104556,25,20000,4.7,Full Time,High School,Married,1
104557,33,34400,5.7,Full Time,Some College,Married,2
104558,33,54900,0.5,Full Time,Graduate,Married,0
104559,56,66100,6.1,Self Employed,Advanced,Single,1
104560,25,32000,3.1,Full Time,Some College,Married,3
104561,51,106800,4.5,Full Time,Advanced,Married,1
104562,24,20000,7.0,Full Time,Some College,Single,1
104563,45,71700,9.1,Full Time,Bachelor,Married,3
104564,25,26500,6.7,Full Time,High School,Single,2
104565,46,33500,8.6,Full Time,High School,Divorced,1
104566,28,39700,1.2,Full Time,Advanced,Single,0
104567,48,25500,12.8,Full Time,High School,Single,0
104568,55,21600,11.9,Full Time,Bachelor,Single,0
104569,37,53500,0.2,Full Time,Advanced,Married,2
104570,26,52900,1.5,Part Time,Some College,Married,3
104571,26,25500,6.9,Self Employed,Bachelor,Married,2
104572,18,20000,0.4,Full Time,High School,Single,1
104573,42,61800,,Self Employed,Advanced,Married,1
104574,35,69300,10.0,Part Time,Some College,Married,2
104575,44,29600,2.4,Full Time,High School,Married,0
104576,27,36600,5.5,Part Time,Bachelor,Single,0
104577,57,71400,5.5,Full Time,Advanced,Married,2
104578,40,30200,2.5,Full Time,Bachelor,Divorced,0
104579,21,22400,3.8,Full Time,High School,Single,0
104580,62,30900,2.3,Full Time,Some College,Married,2
104581,48,69600,11.0,Full Time,Advanced,Single,0
104582,45,38400,3.9,Part Time,Bachelor,Married,0
104583,41,91900,5.4,Self Employed,Advanced,Divorced,0
104584,45,60400,6.7,Full Time,Some College,Married,2
104585,59,35900,2.2,Full Time,Bachelor,Single,0
104586,32,45000,6.3,Part Time,High School,Single,0
104587,39,28100,4.3,Full Time,High School,Married,1
104588,34,22600,,Full Time,Some College,Married,4
104589,34,20000,12.2,Full Time,High School,Single,0
104590,20,26200,3.0,Self Employed,Graduate,Married,1
104591,28,37600,0.7,Full Time,Bachelor,Married,2
104592,34,29800,8.2,Full Time,High School,Married,1
104593,36,41000,11.0,Full Time,Some College,Married,3
104594,30,27200,4.9,Self Employed,Bachelor,Single,1
104595,30,39600,3.9,Full Time,Bachelor,Married,1
104596,49,20000,7.4,Full Time,Some College,Single,1
104597,50,26400,4.9,Full Time,Some College,Married,2
104598,44,90700,7.9,Full Time,Some College,Divorced,1
104599,42,127700,0.9,Full Time,Graduate,Single,0
104600,53,35400,4.5,Full Time,Some College,Married,2
104601,59,42300,7.0,Part Time,Some College,Married,2
104602,25,24900,4.7,Self Employed,Some College,Single,1
104603,18,32700,0.7,Full Time,Some College,Married,1
104604,56,48000,4.3,Full Time,Bachelor,Divorced,1
104605,33,92100,2.6,Full Time,Bachelor,Married,3
104606,46,43900,6.0,Contractor,High School,Single,1
104607,44,70300,0.7,Self Employed,Some College,Married,4
104608,53,20000,5.3,Self Employed,High School,Married,0
104609,20,20000,2.0,Full Time,Graduate,Single,0
104610,34,25500,7.4,Full Time,High School,Single,1
104611,50,61700,6.4,Full Time,Graduate,Married,1
104612,40,22100,1.8,Self Employed,High School,Divorced,0
104613,37,36100,8.0,Full Time,Some College,Single,2
104614,33,21600,5.2,Self Employed,High School,Married,0
104615,59,48100,2.1,Full Time,Graduate,Single,2
104616,24,44900,1.9,Full Time,High School,Single,0
104617,36,46000,4.9,Full Time,Some College,Single,0
104618,40,59200,7.3,Full Time,Bachelor,Married,2
104619,29,73500,5.3,Full Time,Bachelor,Single,2
104620,46,103800,10.2,Full Time,Advanced,Single,1
104621,41,58100,1.8,Self Employed,Graduate,Married,4
104622,53,30400,4.8,Self Employed,Bachelor,Married,2
104623,51,48500,8.6,Full Time,Bachelor,Married,0
104624,34,20000,4.0,Full Time,High School,Married,1
104625,45,43300,0.7,Full Time,Graduate,Married,0
104626,34,72000,5.3,Full Time,Bachelor,Single,0
104627,28,69100,,Self Employed,Bachelor,Married,0
104628,38,41300,4.6,Self Employed,High School,Single,0
104629,58,54800,5.3,Full Time,Graduate,Married,2
104630,37,28500,14.8,Full Time,Bachelor,Married,3
104631,37,58700,8.4,Part Time,Bachelor,Married,0
104632,40,24300,8.0,Self Employed,Graduate,Married,0
104633,60,36300,5.3,Full Time,Graduate,Married,2
104634,45,36200,11.6,Contractor,Some College,Single,2
104635,51,30700,7.0,Full Time,Advanced,Married,0
104636,43,79400,5.2,Full Time,Some College,Divorced,0
104637,63,20000,2.3,Full Time,High School,Divorced,0
104638,46,51000,11.5,Self Employed,Some College,Married,4
104639,29,61200,8.7,Self Employed,High School,Single,2
104640,58,47800,4.1,Full Time,Bachelor,Married,1
104641,61,20000,6.0,Self Employed,Some College,Divorced,1
104642,26,25100,8.1,Full Time,Graduate,Married,1
104643,19,21800,1.6,Full Time,Bachelor,Married,0
104644,40,78000,9.8,Full Time,Bachelor,Married,2
104645,50,42300,0.8,Full Time,High School,Married,1
104646,40,60100,3.1,Full Time,Graduate,Married,3
104647,40,60600,5.8,Full Time,Bachelor,Married,1
104648,49,23400,0.2,Full Time,Bachelor,Single,2
104649,19,29700,1.5,Full Time,High School,Single,0
104650,30,44400,0.8,Full Time,Bachelor,Married,2
104651,44,39700,5.3,Part Time,High School,Married,0
104652,45,20000,5.6,Full Time,Some College,Married,2
104653,48,23000,1.9,Self Employed,Bachelor,Single,0
104654,47,78500,9.8,Part Time,Graduate,Single,0
104655,31,31600,2.6,Full Time,High School,Married,1
104656,32,44500,4.1,Contractor,Advanced,Married,4
104657,35,20000,14.6,Full Time,Some College,Married,2
104658,57,33400,10.1,Self Employed,High School,Married,0
104659,52,60900,11.3,Self Employed,Bachelor,Single,0
104660,20,20000,2.5,Full Time,High School,Single,1
104661,33,23400,5.7,Full Time,High School,Married,2
104662,55,48700,11.7,Part Time,Bachelor,Married,3
104663,21,27400,3.9,Self Employed,Graduate,Single,1
104664,37,34000,1.6,Part Time,Graduate,Single,3
104665,21,20000,2.4,Part Time,High School,Single,0
104666,28,70000,10.4,Self Employed,Bachelor,Married,2
104667,50,59000,3.8,Part Time,High School,Married,1
104668,20,20000,2.9,Full Time,High School,Single,0
104669,58,62900,3.9,Full Time,Some College,Single,1
104670,47,101700,3.9,Full Time,Graduate,Married,2
104671,30,20000,11.5,Full Time,Bachelor,Single,1
104672,53,55400,5.5,Self Employed,Bachelor,Single,0
104673,29,97500,9.9,Full Time,Some College,Single,0
104674,21,27900,3.5,Full Time,High School,Single,1
104675,55,20000,2.6,Full Time,High School,Married,2
104676,40,35900,0.3,Self Employed,Bachelor,Married,1
104677,29,64400,,Self Employed,High School,Married,5
104678,34,82600,6.2,Full Time,Some College,Married,0
104679,39,22900,3.5,Full Time,High School,Married,2
104680,33,48500,7.0,Contractor,High School,Single,0
104681,24,31900,6.9,Full Time,Some College,Single,1
104682,42,149200,5.5,Full Time,Graduate,Single,0
104683,43,63600,4.9,Full Time,Graduate,Married,0
104684,21,20000,2.0,Full Time,High School,Single,0
104685,19,20000,0.3,Full Time,High School,Single,1
104686,66,30400,9.8,Full Time,High School,Single,0
104687,41,169900,3.3,Full Time,Graduate,Married,0
104688,33,25000,7.0,Full Time,Some College,Married,2
104689,31,28800,11.3,Self Employed,Graduate,Married,1
104690,29,45600,2.6,Full Time,Graduate,Single,1
104691,59,48300,2.9,Self Employed,Graduate,Married,3
104692,29,63100,0.8,Full Time,High School,Married,1
104693,40,32700,7.1,Full Time,High School,Single,0
104694,34,84000,,Full Time,Graduate,Married,1
104695,26,37600,3.4,Full Time,Some College,Married,2
104696,32,20000,5.7,Full Time,Some College,Married,0
104697,74,20000,2.4,Full Time,Graduate,Married,0
104698,60,42800,5.5,Full Time,Bachelor,Married,2
104699,44,42200,6.2,Full Time,Bachelor,Single,1
104700,40,36400,0.2,Full Time,Some College,Single,1
104701,34,20000,2.0,Full Time,High School,Single,0
104702,26,42500,2.7,Full Time,Some College,Single,0
104703,40,21300,2.0,Full Time,Some College,Single,2
104704,34,42800,2.3,Part Time,Advanced,Single,0
104705,67,32200,5.2,Full Time,Graduate,Married,0
104706,38,32500,5.8,Full Time,Bachelor,Married,3
104707,27,43700,9.1,Contractor,Graduate,Married,2
104708,26,38700,0.4,Full Time,High School,Single,0
104709,32,26800,1.7,Full Time,Bachelor,Divorced,1
104710,29,20600,4.6,Part Time,Some College,Married,2
104711,60,57600,11.4,Full Time,Graduate,Single,0
104712,21,20200,3.1,Full Time,High School,Single,0
104713,37,85100,10.7,Full Time,Advanced,Married,2
104714,55,38300,6.4,Full Time,Some College,Married,0
104715,34,36000,10.0,Self Employed,Bachelor,Married,3
104716,32,87600,3.0,Contractor,Advanced,Married,0
104717,23,30700,5.8,Full Time,Some College,Single,0
104718,21,20000,2.8,Full Time,Bachelor,Single,1
104719,37,31500,6.1,Part Time,Some College,Married,2
104720,40,76300,3.3,Full Time,Advanced,Divorced,3
104721,32,36000,2.3,Full Time,Some College,Married,3
104722,46,88300,6.6,Contractor,Graduate,Divorced,0
104723,33,30500,4.6,Part Time,High School,Single,2
104724,52,52500,6.7,Full Time,Some College,Married,3
104725,51,57800,3.0,Full Time,Bachelor,Married,1
104726,43,93200,6.3,Full Time,Bachelor,Married,0
104727,36,51200,4.6,Full Time,Bachelor,Married,2
104728,27,51600,2.2,Full Time,Graduate,Married,4
104729,26,45500,6.8,Full Time,Bachelor,Married,2
104730,36,40600,5.4,Full Time,Some College,Single,1
104731,34,20000,6.4,Self Employed,Some College,Married,3
104732,32,29900,6.7,Full Time,High School,Single,0
104733,42,71200,8.8,Self Employed,Some College,Single,0
104734,28,23200,2.9,Full Time,Some College,Married,3
104735,24,32800,4.0,Contractor,Some College,Single,1
104736,43,38700,5.4,Full Time,Some College,Married,2
104737,38,61200,1.1,Part Time,Bachelor,Divorced,1
104738,25,20000,5.3,Full Time,High School,Single,1
104739,35,83200,1.4,Full Time,Bachelor,Married,2
104740,42,80000,5.5,Full Time,Graduate,Married,4
104741,34,44700,9.3,Full Time,Bachelor,Married,5
104742,27,21400,2.8,Full Time,Bachelor,Married,3
104743,24,20200,4.1,Full Time,High School,Single,0
104744,32,42600,12.5,Self Employed,Bachelor,Married,1
104745,52,70000,1.9,Full Time,Advanced,Married,1
104746,45,35100,3.3,Full Time,Bachelor,Married,0
104747,28,26900,8.2,Full Time,Graduate,Married,1
104748,30,29000,10.5,Contractor,Bachelor,Single,0
104749,52,54700,3.8,Full Time,Graduate,Married,1
104750,42,32200,4.4,Full Time,Graduate,Married,3
104751,33,35000,4.4,Full Time,Bachelor,Married,3
104752,50,71200,2.6,Self Employed,Some College,Single,2
104753,50,98800,5.3,Full Time,Advanced,Married,2
104754,33,56700,6.5,Full Time,Bachelor,Married,0
104755,32,20000,6.7,Full Time,Bachelor,Married,3
104756,25,20000,4.2,Full Time,Some College,Divorced,0
104757,27,35800,8.6,Full Time,High School,Married,4
104758,32,24700,7.2,Full Time,High School,Single,0
104759,45,45400,6.3,Full Time,High School,Married,1
104760,28,45300,3.4,Full Time,Some College,Single,3
104761,37,36000,3.2,Full Time,High School,Single,2
104762,49,136500,3.2,Part Time,Some College,Married,2
104763,35,45500,8.5,Full Time,Bachelor,Single,1
104764,31,67100,3.7,Full Time,Some College,Married,1
104765,31,72200,7.3,Part Time,Bachelor,Single,0
104766,27,21100,9.7,Full Time,Some College,Single,2
104767,45,87800,4.9,Full Time,Some College,Married,2
104768,54,32200,5.4,Full Time,High School,Married,1
104769,33,65900,5.4,Full Time,Bachelor,Single,1
104770,34,47400,7.7,Full Time,Bachelor,Married,1
104771,25,22500,7.8,Full Time,Some College,Married,2
104772,28,54900,7.8,Full Time,Graduate,Married,2
104773,40,40700,4.3,Full Time,Graduate,Married,0
104774,44,57400,8.5,Part Time,Bachelor,Single,1
104775,27,41300,4.0,Full Time,Some College,Single,2
104776,51,62700,3.2,Full Time,Some College,Married,3
104777,42,87000,5.5,Full Time,Some College,Married,3
104778,37,34400,10.1,Self Employed,Some College,Divorced,0
104779,67,20000,7.5,Full Time,Some College,Divorced,0
104780,43,23600,3.4,Full Time,Some College,Married,4
104781,41,88900,6.9,Full Time,Some College,Married,1
104782,54,26900,6.6,Full Time,High School,Married,1
104783,53,101500,3.9,Full Time,Some College,Single,2
104784,61,29200,,Full Time,Bachelor,Married,1
104785,29,77600,7.8,Full Time,Graduate,Divorced,2
104786,37,45500,10.6,Full Time,Some College,Single,1
104787,35,37400,7.1,Full Time,Some College,Married,4
104788,36,39100,,Part Time,Graduate,Single,1
104789,54,22200,4.9,Full Time,High School,Married,0
104790,34,33500,0.8,Contractor,High School,Married,1
104791,24,51200,6.8,Self Employed,Advanced,Single,1
104792,23,20000,5.2,Self Employed,Some College,Married,0
104793,33,47100,0.9,Part Time,Bachelor,Single,0
104794,39,38800,4.9,Full Time,Bachelor,Single,0
104795,24,30500,1.9,Full Time,High School,Single,1
104796,49,32100,4.6,Full Time,Advanced,Divorced,1
104797,55,118500,6.4,Full Time,Graduate,Married,2
104798,57,34900,3.7,Self Employed,Bachelor,Married,1
104799,47,40700,7.3,Full Time,Bachelor,Married,1
104800,65,20500,5.4,Full Time,Bachelor,Single,1
104801,43,65100,0.3,Full Time,High School,Divorced,2
104802,37,49100,0.0,Full Time,Some College,Single,0
104803,31,40800,13.3,Self Employed,Some College,Married,0
104804,21,34500,3.2,Full Time,Some College,Single,3
104805,74,20000,9.4,Part Time,High School,Married,1
104806,43,82600,1.4,Full Time,Graduate,Married,1
104807,38,40300,2.6,Self Employed,Advanced,Married,0
104808,42,33400,9.8,Contractor,Some College,Married,0
104809,34,53100,1.9,Self Employed,High School,Single,0
104810,42,55400,5.4,Full Time,Some College,Married,3
104811,43,34600,8.5,Full Time,High School,Single,0
104812,33,72200,3.0,Self Employed,Bachelor,Married,1
104813,31,72000,10.8,Part Time,Graduate,Married,1
104814,41,48700,4.9,Full Time,Bachelor,Married,2
104815,40,44700,3.6,Full Time,High School,Single,1
104816,32,20000,5.8,Part Time,High School,Divorced,0
104817,49,69100,14.1,Self Employed,Advanced,Single,1
104818,33,40100,8.2,Full Time,Bachelor,Single,1
104819,35,86500,1.7,Full Time,Bachelor,Married,3
104820,29,50000,11.9,Full Time,Bachelor,Single,0
104821,50,32900,5.2,Self Employed,High School,Married,0
104822,48,71800,8.8,Full Time,Bachelor,Married,0
104823,56,45700,4.2,Full Time,High School,Single,1
104824,19,20000,1.2,Full Time,Some College,Single,1
104825,25,23300,7.2,Full Time,Bachelor,Married,0
104826,52,40700,10.8,Full Time,Some College,Divorced,0
104827,26,48600,3.1,Full Time,Graduate,Married,1
104828,18,25900,0.5,Contractor,High School,Single,0
104829,52,37000,10.1,Full Time,Some College,Single,2
104830,48,40100,3.5,Self Employed,Bachelor,Married,3
104831,33,39700,6.4,Full Time,Bachelor,Married,1
104832,32,79200,4.0,Full Time,Graduate,Single,0
104833,58,28600,,Full Time,High School,Married,3
104834,36,73300,4.6,Full Time,Graduate,Single,2
104835,33,143300,7.1,Self Employed,Bachelor,Single,1
104836,22,20300,5.0,Full Time,Bachelor,Single,0
104837,28,33500,1.2,Full Time,Some College,Married,0
104838,44,20000,6.5,Full Time,High School,Married,3
104839,42,98700,8.6,Full Time,Graduate,Married,0
104840,43,46000,5.0,Full Time,High School,Divorced,1
104841,38,46400,6.3,Full Time,Bachelor,Married,1
104842,51,32900,2.1,Full Time,Bachelor,Married,1
104843,34,37900,5.0,Full Time,Graduate,Married,2
104844,58,25400,12.1,Full Time,Bachelor,Divorced,1
104845,38,33600,3.2,Self Employed,Bachelor,Married,1
104846,33,53200,2.9,Self Employed,High School,Single,2
104847,35,41400,8.9,Full Time,Graduate,Single,0
104848,37,20000,6.0,Full Time,High School,Single,0
104849,46,73200,2.5,Full Time,Advanced,Married,0
104850,22,38900,4.5,Full Time,Some College,Single,1
104851,26,21600,8.4,Full Time,Bachelor,Married,2
104852,40,63400,13.1,Self Employed,Graduate,Married,2
104853,56,47300,6.1,Full Time,Some College,Single,3
104854,72,20000,4.5,Full Time,High School,Married,0
104855,41,52500,3.9,Full Time,Graduate,Married,1
104856,32,49100,,Full Time,Bachelor,Single,0
104857,35,26600,5.5,Full Time,Some College,Married,1
104858,44,38400,0.1,Full Time,Some College,Divorced,1
104859,25,23500,4.4,Full Time,Some College,Married,1
104860,25,40100,5.5,Full Time,High School,Married,0
104861,41,82700,2.6,Full Time,Bachelor,Single,1
104862,39,44500,6.4,Full Time,High School,Married,3
104863,58,67400,7.4,Full Time,Graduate,Divorced,1
104864,46,20800,7.8,Part Time,High School,Single,0
104865,31,42800,3.4,Full Time,High School,Single,0
104866,34,65300,8.8,Full Time,Advanced,Divorced,0
104867,43,63600,,Full Time,Some College,Divorced,0
104868,40,35000,1.3,Full Time,Graduate,Married,1
104869,39,33200,6.5,Full Time,Bachelor,Single,0
104870,55,43700,4.8,Contractor,Bachelor,Married,1
104871,24,40500,7.0,Full Time,Some College,Single,0
104872,27,32200,5.8,Part Time,High School,Single,0
104873,32,29600,3.4,Full Time,Some College,Married,2
104874,30,54000,2.0,Full Time,Advanced,Single,0
104875,32,37900,1.8,Contractor,Some College,Single,0
104876,35,26000,4.3,Full Time,Bachelor,Married,1
104877,39,42000,7.3,Full Time,Bachelor,Single,0
104878,30,52200,3.0,Full Time,Bachelor,Single,0
104879,28,20000,3.9,Part Time,High School,Single,0
104880,36,24200,9.3,Full Time,Graduate,Married,1
104881,50,31200,3.1,Full Time,Some College,Single,1
104882,50,23900,3.4,Full Time,High School,Married,0
104883,41,46300,5.4,Full Time,Bachelor,Married,1
104884,50,46900,9.1,Full Time,High School,Married,1
104885,48,28100,6.9,Full Time,Bachelor,Married,1
104886,42,77700,1.9,Self Employed,Some College,Single,2
104887,41,96300,12.6,Self Employed,Some College,Divorced,0
104888,20,45100,3.0,Full Time,Bachelor,Single,2
104889,45,89300,5.5,Full Time,Graduate,Married,2
104890,30,25000,4.8,Full Time,Bachelor,Married,1
104891,37,45400,,Self Employed,Bachelor,Married,1
104892,26,38500,8.0,Part Time,Bachelor,Married,2
104893,27,69200,0.7,Contractor,Advanced,Married,2
104894,49,96200,2.6,Full Time,Bachelor,Married,0
104895,48,93900,6.5,Full Time,Bachelor,Divorced,0
104896,29,20000,3.9,Full Time,High School,Single,1
104897,22,20800,4.1,Full Time,Some College,Single,1
104898,37,39400,3.0,Part Time,Bachelor,Single,2
104899,19,20000,0.6,Full Time,Some College,Divorced,1
104900,27,45600,2.2,Full Time,Advanced,Married,2
104901,27,24200,8.9,Full Time,High School,Single,0
104902,18,20000,0.2,Full Time,High School,Single,0
104903,19,21300,1.5,Full Time,High School,Single,1
104904,49,32100,1.3,Full Time,Graduate,Married,1
104905,43,58700,6.4,Full Time,Graduate,Married,1
104906,26,41400,8.1,Contractor,Advanced,Single,1
104907,37,56500,8.6,Part Time,Graduate,Married,0
104908,31,125900,6.7,Self Employed,Bachelor,Married,0
104909,18,23700,0.4,Full Time,Bachelor,Single,0
104910,35,20000,6.8,Full Time,High School,Single,1
104911,40,33700,1.4,Full Time,Graduate,Divorced,0
104912,29,24400,6.0,Full Time,Some College,Married,1
104913,34,20000,9.1,Full Time,High School,Single,1
104914,38,49800,1.6,Self Employed,High School,Married,0
104915,37,34800,4.5,Full Time,High School,Single,1
104916,32,46100,1.8,Self Employed,Graduate,Married,1
104917,43,102600,4.3,Full Time,Bachelor,Married,2
104918,56,61000,4.1,Self Employed,Graduate,Single,0
104919,33,31500,6.7,Full Time,Some College,Married,5
104920,46,36700,0.5,Self Employed,Bachelor,Married,2
