customer_id,loan_type,loan_amount,loan_term,interest_rate,loan_purpose,loan_to_value_ratio,origination_channel,loan_officer_id,marketing_campaign
106027,Mortgage,228800,360,7.69,Home Purchase,0.83,Broker,1095,I
106028,Personal Loan,21200,12,13.68,Debt Consolidation,0.0,Online,1039,Z
106029,Mortgage,450800,360,6.22,Refinance,0.848,Branch,1017,L
106030,Personal Loan,12600,48,13.2,Home Improvement,0.0,Online,1017,V
106031,Credit Card,6700,0,15.83,Revolving Credit,0.0,Online,1066,R
106032,Personal Loan,25500,60,11.42,Debt Consolidation,0.0,Branch,1005,P
106033,Credit Card,5600,0,18.36,Revolving Credit,0.0,Online,1012,S
106034,Personal Loan,3600,60,9.28,Major Purchase,0.0,Online,1092,P
106035,Credit Card,13300,0,18.74,Revolving Credit,0.0,Online,1075,Y
106036,Credit Card,6300,0,16.82,Revolving Credit,0.0,Online,1083,O
106037,Mortgage,341000,360,5.06,Home Purchase,0.866,Branch,1048,P
106038,Credit Card,17200,0,17.01,Revolving Credit,0.0,Direct Mail,1075,H
106039,Home Loan,181800,180,4.82,Home Purchase,0.743,Direct Mail,1083,G
106040,Mortgage,263800,180,5.45,Refinance,0.74,Branch,1043,E
106041,Mortgage,596500,360,6.75,Home Purchase,0.877,Branch,1004,K
106042,Credit Card,8500,0,16.67,Revolving Credit,0.0,Branch,1047,P
106043,Credit Card,14300,0,15.66,Revolving Credit,0.0,Online,1087,P
106044,Personal Loan,7500,60,9.78,Debt Consolidation,0.0,Broker,1093,C
106045,Mortgage,544700,360,7.49,Refinance,0.745,Branch,1082,T
106046,Credit Card,900,0,18.33,Revolving Credit,0.0,Online,1086,I
106047,Personal Loan,4400,48,11.92,Other,0.0,Online,1004,E
106048,Mortgage,382900,360,3.12,Home Purchase,0.88,Branch,1041,R
106049,Home Loan,258600,180,4.94,Refinance,0.842,Broker,1054,D
106050,Mortgage,85600,180,5.19,Home Purchase,0.745,Direct Mail,1082,G
106051,Personal Loan,10100,36,10.01,Home Improvement,0.0,Online,1055,Q
106052,Credit Card,7400,0,16.57,Revolving Credit,0.0,Online,1097,F
106053,Personal Loan,13700,24,14.71,Debt Consolidation,0.0,Broker,1041,W
106054,Credit Card,13800,0,18.88,Revolving Credit,0.0,Branch,1005,I
106055,Credit Card,8000,0,16.99,Revolving Credit,0.0,Branch,1004,L
106056,Personal Loan,3400,36,13.04,Major Purchase,0.0,Online,1040,L
106057,Mortgage,481300,360,6.88,Home Purchase,0.506,Online,1011,Y
106058,Mortgage,248600,360,6.22,Refinance,0.708,Broker,1049,Z
106059,Mortgage,349500,360,4.94,Refinance,0.706,Branch,1041,V
106060,Mortgage,323800,360,5.07,Refinance,0.888,Broker,1017,N
106061,Mortgage,278600,360,6.03,Home Purchase,0.684,Branch,1068,S
106062,Credit Card,1100,0,18.11,Revolving Credit,0.0,Online,1011,Z
106063,Credit Card,10100,0,17.64,Revolving Credit,0.0,Broker,996,W
106064,Personal Loan,17000,48,14.03,Debt Consolidation,0.0,Branch,1069,N
106065,Mortgage,394800,180,7.58,Home Purchase,0.85,Online,1060,B
106066,Personal Loan,40900,36,12.51,Home Improvement,0.0,Online,1009,V
106067,Mortgage,178300,360,6.25,Home Purchase,0.969,Broker,997,U
106068,Personal Loan,17100,24,10.56,Medical,0.0,Branch,1079,V
106069,Credit Card,10900,0,15.17,Revolving Credit,0.0,Online,1078,Y
106070,Credit Card,3400,0,20.32,Revolving Credit,0.0,Direct Mail,1089,I
106071,Personal Loan,15100,36,12.31,Home Improvement,0.0,Online,1084,S
106072,Credit Card,7400,0,18.34,Revolving Credit,0.0,Online,1071,X
106073,Personal Loan,4600,36,10.6,Debt Consolidation,0.0,Online,996,L
106074,Credit Card,7000,0,17.68,Revolving Credit,0.0,Branch,1052,A
106075,Credit Card,9400,0,16.59,Revolving Credit,0.0,Branch,1088,E
106076,Mortgage,163500,180,4.74,Refinance,0.8,Direct Mail,1047,L
106077,Mortgage,171400,360,6.5,Home Purchase,0.883,Broker,1053,B
106078,Mortgage,382700,360,6.76,Home Purchase,0.752,Branch,1012,A
106079,Personal Loan,14400,48,11.41,Debt Consolidation,0.0,Broker,1094,S
106080,Personal Loan,2400,60,13.7,Debt Consolidation,0.0,Online,1043,Q
106081,Credit Card,11100,0,18.62,Revolving Credit,0.0,Online,1002,T
106082,Mortgage,610000,180,4.45,Refinance,0.789,Online,1004,M
106083,Credit Card,8000,0,17.69,Revolving Credit,0.0,Online,1017,V
106084,Mortgage,303900,360,6.4,Home Purchase,0.752,Online,1097,G
106085,Personal Loan,17100,24,9.9,Medical,0.0,Online,1072,N
106086,Mortgage,364700,360,6.91,Home Purchase,0.794,Online,1038,N
106087,Credit Card,4900,0,16.97,Revolving Credit,0.0,Branch,1078,H
106088,Personal Loan,33600,60,13.32,Major Purchase,0.0,Online,1039,S
106089,Mortgage,469400,180,4.52,Home Purchase,0.603,Online,1048,F
106090,Credit Card,4200,0,15.42,Revolving Credit,0.0,Online,1000,W
106091,Mortgage,236900,360,6.02,Refinance,0.703,Broker,1048,P
106092,Credit Card,10900,0,19.39,Revolving Credit,0.0,Broker,1084,X
106093,Mortgage,111600,180,4.72,Home Purchase,0.87,Broker,1077,Y
106094,Home Loan,193500,360,4.11,Home Purchase,0.71,Online,1009,T
106095,Credit Card,12300,0,17.83,Revolving Credit,0.0,Online,1041,C
106096,Mortgage,297100,360,6.71,Home Purchase,0.818,Branch,1077,Q
106097,Home Loan,302700,360,5.51,Refinance,0.828,Branch,1002,A
106098,Home Loan,244100,360,8.76,Home Purchase,0.867,Online,1075,S
106099,Personal Loan,25000,24,13.56,Debt Consolidation,0.0,Online,1038,W
106100,Credit Card,7000,0,15.17,Revolving Credit,0.0,Online,997,T
106101,Personal Loan,28700,36,13.72,Debt Consolidation,0.0,Online,1082,U
106102,Personal Loan,14600,60,13.39,Major Purchase,0.0,Direct Mail,1040,K
106103,Home Loan,223800,360,7.63,Home Purchase,0.86,Branch,1048,G
106104,Home Loan,381600,360,6.79,Home Purchase,0.791,Branch,1090,W
106105,Mortgage,283000,360,6.47,Refinance,0.695,Broker,1014,M
106106,Personal Loan,21900,24,11.22,Home Improvement,0.0,Online,1072,L
106107,Personal Loan,3000,36,10.82,Debt Consolidation,0.0,Direct Mail,1000,C
106108,Mortgage,339500,360,6.86,Home Purchase,0.779,Online,1000,E
106109,Credit Card,10200,0,16.8,Revolving Credit,0.0,Online,1079,R
106110,Mortgage,384400,360,5.95,Refinance,0.734,Online,1083,B
106111,Personal Loan,24600,24,14.05,Medical,0.0,Online,1083,L
106112,Personal Loan,8700,36,11.24,Debt Consolidation,0.0,Broker,1088,D
106113,Mortgage,114200,360,4.62,Home Purchase,0.895,Online,1006,B
106114,Personal Loan,18100,48,12.68,Other,0.0,Online,1048,R
106115,Mortgage,356400,360,6.99,Home Purchase,0.811,Branch,1046,N
106116,Credit Card,13100,0,18.13,Revolving Credit,0.0,Branch,1080,N
106117,Personal Loan,27300,36,13.46,Debt Consolidation,0.0,Branch,1069,T
106118,Credit Card,4700,0,18.74,Revolving Credit,0.0,Direct Mail,1004,M
106119,Credit Card,15200,0,16.76,Revolving Credit,0.0,Branch,1041,Y
106120,Credit Card,2700,0,17.26,Revolving Credit,0.0,Online,1049,B
106121,Credit Card,6800,0,15.13,Revolving Credit,0.0,Branch,1000,T
106122,Credit Card,4100,0,17.68,Revolving Credit,0.0,Online,1084,A
106123,Personal Loan,13000,48,12.19,Major Purchase,0.0,Online,1069,N
106124,Credit Card,12900,0,16.7,Revolving Credit,0.0,Online,1094,D
106125,Credit Card,8200,0,17.83,Revolving Credit,0.0,Branch,999,T
106126,Personal Loan,13800,36,12.9,Medical,0.0,Online,1060,M
106127,Mortgage,453900,360,4.0,Refinance,0.777,Online,1096,E
106128,Personal Loan,14500,36,14.99,Debt Consolidation,0.0,Online,1003,V
106129,Credit Card,1800,0,17.37,Revolving Credit,0.0,Broker,1005,Q
106130,Mortgage,254100,360,5.99,Refinance,0.674,Direct Mail,1069,I
106131,Personal Loan,11300,48,12.81,Home Improvement,0.0,Online,1005,M
106132,Mortgage,153200,360,5.41,Home Purchase,0.828,Branch,1051,I
106133,Mortgage,367300,360,4.07,Home Purchase,0.881,Branch,1004,P
106134,Personal Loan,5900,36,11.04,Other,0.0,Branch,1051,R
106135,Home Loan,89400,360,6.49,Home Purchase,0.753,Online,1046,E
106136,Credit Card,5700,0,18.47,Revolving Credit,0.0,Online,1038,M
106137,Mortgage,231200,360,8.76,Home Purchase,0.924,Branch,1081,F
106138,Credit Card,16800,0,16.32,Revolving Credit,0.0,Online,1088,R
106139,Personal Loan,34300,48,12.44,Debt Consolidation,0.0,Branch,1087,M
106140,Personal Loan,1900,48,11.76,Major Purchase,0.0,Online,998,P
106141,Mortgage,196300,360,9.56,Home Purchase,0.812,Branch,1083,S
106142,Home Loan,177700,360,4.11,Home Purchase,0.727,Broker,1041,W
106143,Personal Loan,13600,24,11.99,Home Improvement,0.0,Branch,1044,A
106144,Mortgage,154200,360,7.13,Home Purchase,0.626,Branch,1000,L
106145,Mortgage,117800,360,5.95,Home Purchase,0.928,Online,1050,J
106146,Personal Loan,23800,48,9.96,Other,0.0,Online,1080,F
106147,Personal Loan,24100,36,9.23,Home Improvement,0.0,Broker,1043,E
106148,Personal Loan,21100,36,11.61,Debt Consolidation,0.0,Branch,1000,Q
106149,Personal Loan,17900,48,12.32,Home Improvement,0.0,Online,1010,T
106150,Home Loan,378800,180,6.54,Refinance,0.827,Online,1047,V
106151,Credit Card,14000,0,16.1,Revolving Credit,0.0,Broker,1051,Z
106152,Personal Loan,6700,36,9.56,Major Purchase,0.0,Online,1094,G
106153,Personal Loan,12400,36,11.92,Major Purchase,0.0,Branch,1011,D
106154,Personal Loan,37100,48,11.39,Medical,0.0,Broker,1067,U
106155,Personal Loan,34500,36,13.83,Medical,0.0,Branch,1001,D
106156,Credit Card,6400,0,18.25,Revolving Credit,0.0,Branch,1043,O
106157,Credit Card,5400,0,17.1,Revolving Credit,0.0,Broker,999,C
106158,Home Loan,328100,360,6.44,Home Purchase,0.614,Branch,1094,H
106159,Home Loan,141100,360,8.28,Refinance,0.933,Branch,999,B
106160,Credit Card,13900,0,18.55,Revolving Credit,0.0,Broker,1083,D
106161,Mortgage,363700,360,8.46,Refinance,0.769,Branch,1093,L
106162,Credit Card,5000,0,16.56,Revolving Credit,0.0,Broker,1011,N
106163,Credit Card,7900,0,14.83,Revolving Credit,0.0,Direct Mail,1084,C
106164,Credit Card,8500,0,17.62,Revolving Credit,0.0,Branch,998,C
106165,Home Loan,117900,360,5.66,Home Purchase,0.912,Branch,1065,Z
106166,Mortgage,237000,360,6.59,Home Purchase,0.895,Online,1073,E
106167,Personal Loan,3400,36,11.65,Major Purchase,0.0,Branch,1049,G
106168,Personal Loan,11700,36,9.05,Home Improvement,0.0,Online,1071,Z
106169,Credit Card,8400,0,19.53,Revolving Credit,0.0,Broker,1002,Q
106170,Personal Loan,1800,48,10.35,Debt Consolidation,0.0,Branch,996,J
106171,Mortgage,114300,360,6.86,Home Purchase,0.689,Online,1000,D
106172,Credit Card,10600,0,16.56,Revolving Credit,0.0,Online,1017,R
106173,Credit Card,8200,0,17.09,Revolving Credit,0.0,Broker,1081,C
106174,Personal Loan,18900,48,12.49,Medical,0.0,Broker,1046,C
106175,Credit Card,10100,0,14.29,Revolving Credit,0.0,Branch,1002,P
106176,Personal Loan,28300,48,12.67,Debt Consolidation,0.0,Branch,1045,P
106177,Personal Loan,1500,36,10.2,Major Purchase,0.0,Branch,1049,G
106178,Mortgage,339800,360,4.29,Home Purchase,0.653,Online,1052,I
106179,Personal Loan,23400,36,13.22,Medical,0.0,Branch,1098,C
106180,Credit Card,6500,0,17.72,Revolving Credit,0.0,Online,1045,W
106181,Personal Loan,8800,36,10.22,Home Improvement,0.0,Broker,1088,M
106182,Credit Card,7300,0,15.9,Revolving Credit,0.0,Online,1052,T
106183,Credit Card,15300,0,16.42,Revolving Credit,0.0,Broker,1000,V
106184,Personal Loan,24000,48,11.32,Major Purchase,0.0,Broker,1042,Q
106185,Mortgage,296100,360,6.05,Home Purchase,0.884,Online,1085,T
106186,Mortgage,252800,360,3.83,Home Purchase,0.603,Online,1077,Q
106187,Credit Card,6600,0,18.67,Revolving Credit,0.0,Online,1041,I
106188,Home Loan,493700,360,5.57,Refinance,0.808,Online,1085,E
106189,Personal Loan,18200,60,10.73,Debt Consolidation,0.0,Online,1000,B
106190,Credit Card,2200,0,18.36,Revolving Credit,0.0,Broker,1009,H
106191,Credit Card,9200,0,19.46,Revolving Credit,0.0,Online,1001,S
106192,Credit Card,9500,0,16.59,Revolving Credit,0.0,Online,1042,A
106193,Credit Card,6700,0,17.16,Revolving Credit,0.0,Broker,1096,V
106194,Credit Card,1600,0,18.79,Revolving Credit,0.0,Branch,999,K
106195,Personal Loan,25000,48,13.91,Debt Consolidation,0.0,Branch,1076,D
106196,Mortgage,254900,360,6.16,Home Purchase,0.708,Online,1001,U
106197,Personal Loan,19500,60,12.34,Debt Consolidation,0.0,Broker,1002,A
106198,Credit Card,7900,0,18.08,Revolving Credit,0.0,Branch,1005,O
106199,Mortgage,173400,360,5.88,Home Purchase,0.587,Online,1054,A
106200,Personal Loan,9600,36,12.24,Debt Consolidation,0.0,Online,1079,E
106201,Credit Card,7900,0,18.53,Revolving Credit,0.0,Online,1004,J
106202,Credit Card,12100,0,15.8,Revolving Credit,0.0,Online,1001,T
106203,Credit Card,6400,0,19.8,Revolving Credit,0.0,Online,1072,R
106204,Personal Loan,18000,36,10.12,Major Purchase,0.0,Broker,1005,O
106205,Credit Card,11900,0,15.1,Revolving Credit,0.0,Online,1000,D
106206,Mortgage,219300,360,5.92,Home Purchase,0.715,Branch,1086,S
106207,Personal Loan,33000,48,12.17,Debt Consolidation,0.0,Online,1049,Q
106208,Personal Loan,12500,60,10.19,Debt Consolidation,0.0,Broker,998,H
106209,Mortgage,329400,360,4.73,Refinance,0.82,Broker,1081,E
106210,Mortgage,289500,360,6.8,Refinance,0.77,Broker,1051,I
106211,Mortgage,147700,180,6.26,Home Purchase,0.813,Online,1011,D
106212,Credit Card,7000,0,20.78,Revolving Credit,0.0,Broker,1005,G
106213,Mortgage,177900,360,6.76,Refinance,0.668,Branch,1004,T
106214,Personal Loan,26100,36,14.09,Major Purchase,0.0,Online,1044,B
106215,Credit Card,25500,0,17.88,Revolving Credit,0.0,Online,1044,Z
106216,Mortgage,363100,360,7.01,Home Purchase,0.771,Online,1043,O
106217,Personal Loan,9800,36,10.9,Debt Consolidation,0.0,Online,1016,C
106218,Personal Loan,22200,36,11.54,Debt Consolidation,0.0,Branch,998,M
106219,Mortgage,377100,360,6.58,Home Purchase,0.879,Online,1082,T
106220,Personal Loan,24400,12,11.19,Home Improvement,0.0,Online,1097,D
106221,Credit Card,14300,0,20.04,Revolving Credit,0.0,Online,1055,J
106222,Personal Loan,19900,60,15.02,Home Improvement,0.0,Broker,1051,B
106223,Personal Loan,1200,36,10.66,Debt Consolidation,0.0,Online,999,W
106224,Mortgage,392500,180,5.19,Refinance,0.729,Online,1001,R
106225,Home Loan,229000,360,9.08,Refinance,0.772,Broker,1078,G
106226,Home Loan,54900,360,5.72,Home Purchase,0.802,Online,1079,G
106227,Personal Loan,8900,24,12.06,Debt Consolidation,0.0,Branch,1095,M
106228,Personal Loan,12600,12,11.99,Medical,0.0,Online,1080,X
106229,Credit Card,13000,0,17.45,Revolving Credit,0.0,Branch,1004,S
106230,Mortgage,139500,360,5.51,Refinance,0.675,Branch,1075,S
106231,Personal Loan,24700,12,11.24,Debt Consolidation,0.0,Online,1036,T
106232,Personal Loan,9000,24,11.53,Debt Consolidation,0.0,Branch,1095,W
106233,Credit Card,10200,0,16.45,Revolving Credit,0.0,Broker,1046,C
106234,Credit Card,13000,0,16.23,Revolving Credit,0.0,Branch,1004,R
106235,Mortgage,442900,360,7.21,Refinance,0.726,Broker,1056,S
106236,Personal Loan,24000,48,10.6,Home Improvement,0.0,Online,1045,H
106237,Credit Card,9600,0,15.22,Revolving Credit,0.0,Broker,1004,P
106238,Credit Card,11400,0,17.76,Revolving Credit,0.0,Broker,1048,K
106239,Credit Card,3300,0,15.62,Revolving Credit,0.0,Branch,1083,I
106240,Credit Card,3400,0,16.62,Revolving Credit,0.0,Direct Mail,1055,T
106241,Credit Card,10900,0,16.67,Revolving Credit,0.0,Branch,1042,N
106242,Personal Loan,28900,36,14.35,Debt Consolidation,0.0,Branch,1090,I
106243,Mortgage,52800,360,5.27,Home Purchase,0.698,Branch,999,I
106244,Mortgage,198900,360,9.71,Home Purchase,0.684,Online,1096,Q
106245,Personal Loan,20400,36,10.7,Debt Consolidation,0.0,Online,996,H
106246,Mortgage,379700,180,5.04,Home Purchase,0.89,Online,999,F
106247,Personal Loan,17900,48,15.44,Medical,0.0,Online,1010,V
106248,Personal Loan,1800,48,10.59,Debt Consolidation,0.0,Branch,1073,E
106249,Credit Card,10500,0,17.0,Revolving Credit,0.0,Online,1046,Y
106250,Credit Card,5800,0,19.51,Revolving Credit,0.0,Online,1081,F
106251,Personal Loan,7100,60,10.6,Home Improvement,0.0,Branch,1080,X
106252,Personal Loan,23200,12,12.28,Other,0.0,Broker,1000,I
106253,Mortgage,144700,360,6.5,Refinance,0.71,Branch,1082,H
106254,Credit Card,8300,0,17.97,Revolving Credit,0.0,Broker,997,T
106255,Personal Loan,13700,36,10.53,Major Purchase,0.0,Online,1055,E
106256,Home Loan,198200,360,4.99,Home Purchase,0.943,Online,1046,A
106257,Personal Loan,21700,36,12.83,Major Purchase,0.0,Online,1093,S
106258,Mortgage,277200,360,6.38,Home Purchase,0.571,Broker,1005,N
106259,Mortgage,57000,360,8.59,Home Purchase,0.91,Branch,1012,K
106260,Mortgage,94200,360,6.83,Refinance,0.763,Broker,1051,W
106261,Credit Card,1000,0,18.52,Revolving Credit,0.0,Broker,1042,V
106262,Personal Loan,14800,48,12.27,Major Purchase,0.0,Broker,1049,T
106263,Personal Loan,11700,36,10.75,Debt Consolidation,0.0,Online,998,G
106264,Home Loan,267300,360,4.96,Home Purchase,0.864,Online,1048,P
106265,Mortgage,217800,360,7.92,Refinance,0.699,Broker,1003,Y
106266,Mortgage,103600,360,8.64,Home Purchase,0.773,Online,1054,W
106267,Personal Loan,13700,36,12.94,Major Purchase,0.0,Direct Mail,1086,M
106268,Credit Card,3900,0,16.01,Revolving Credit,0.0,Branch,1051,V
106269,Personal Loan,14000,36,11.52,Major Purchase,0.0,Broker,1002,S
106270,Mortgage,369800,360,7.96,Refinance,0.745,Branch,999,N
106271,Credit Card,5800,0,16.34,Revolving Credit,0.0,Online,1041,W
106272,Personal Loan,3300,24,12.22,Major Purchase,0.0,Online,1042,N
106273,Personal Loan,19600,36,11.18,Debt Consolidation,0.0,Online,1066,F
106274,Mortgage,452100,360,4.49,Home Purchase,0.702,Online,1015,G
106275,Mortgage,169800,360,5.84,Home Purchase,0.9,Branch,1047,R
106276,Personal Loan,9800,48,11.68,Medical,0.0,Online,1043,A
106277,Mortgage,470500,360,5.92,Home Purchase,0.767,Online,1011,A
106278,Personal Loan,16500,24,12.3,Debt Consolidation,0.0,Branch,1079,V
106279,Mortgage,226100,360,7.95,Home Purchase,0.589,Branch,1046,J
106280,Personal Loan,8900,12,11.47,Home Improvement,0.0,Online,1055,C
106281,Personal Loan,2500,36,9.99,Other,0.0,Branch,1047,L
106282,Mortgage,117700,360,4.38,Home Purchase,0.928,Online,1088,F
106283,Mortgage,573600,360,6.78,Refinance,0.656,Broker,1066,E
106284,Personal Loan,24500,36,14.76,Medical,0.0,Online,1069,M
106285,Personal Loan,26700,36,12.05,Medical,0.0,Branch,1093,I
106286,Personal Loan,24500,24,12.23,Debt Consolidation,0.0,Branch,1016,T
106287,Home Loan,214500,360,7.35,Refinance,0.817,Online,998,D
106288,Mortgage,76400,360,5.76,Refinance,0.749,Broker,1079,C
106289,Personal Loan,21600,48,11.08,Home Improvement,0.0,Online,1077,G
106290,Credit Card,1400,0,18.0,Revolving Credit,0.0,Online,1043,Z
106291,Personal Loan,24300,36,10.59,Medical,0.0,Online,1067,Q
106292,Mortgage,331000,360,7.37,Home Purchase,0.697,Online,1066,G
106293,Mortgage,199000,360,5.27,Home Purchase,0.81,Online,1001,D
106294,Home Loan,191300,360,9.64,Refinance,0.722,Broker,1058,V
106295,Home Loan,346200,360,7.05,Home Purchase,0.725,Broker,1083,I
106296,Credit Card,10700,0,20.88,Revolving Credit,0.0,Branch,1048,Z
106297,Credit Card,5800,0,16.07,Revolving Credit,0.0,Branch,1083,Z
106298,Credit Card,2700,0,18.49,Revolving Credit,0.0,Broker,1097,P
106299,Credit Card,9100,0,17.39,Revolving Credit,0.0,Online,1048,W
106300,Mortgage,269500,360,6.68,Refinance,0.809,Branch,1045,X
106301,Personal Loan,8600,36,10.02,Debt Consolidation,0.0,Broker,1077,X
106302,Credit Card,7600,0,15.8,Revolving Credit,0.0,Online,1009,M
106303,Personal Loan,22000,48,9.71,Debt Consolidation,0.0,Broker,1073,R
106304,Personal Loan,18700,60,10.84,Other,0.0,Broker,1003,F
106305,Personal Loan,14600,36,10.38,Debt Consolidation,0.0,Broker,1012,A
106306,Credit Card,8400,0,17.04,Revolving Credit,0.0,Branch,1009,G
106307,Personal Loan,13500,36,13.63,Major Purchase,0.0,Branch,1043,K
106308,Personal Loan,9700,48,10.7,Debt Consolidation,0.0,Branch,996,U
106309,Mortgage,430600,360,3.61,Home Purchase,0.79,Broker,1051,R
106310,Credit Card,11200,0,17.07,Revolving Credit,0.0,Branch,1045,Q
106311,Personal Loan,14300,48,10.28,Home Improvement,0.0,Branch,1005,Q
106312,Mortgage,286500,180,6.16,Refinance,0.888,Online,1046,W
106313,Personal Loan,13200,60,12.08,Debt Consolidation,0.0,Online,1077,K
106314,Mortgage,129600,360,6.28,Refinance,0.936,Branch,1042,C
106315,Personal Loan,9600,24,9.64,Debt Consolidation,0.0,Branch,1077,Y
106316,Personal Loan,18700,24,12.12,Home Improvement,0.0,Branch,1066,B
106317,Personal Loan,21800,60,8.53,Other,0.0,Branch,1047,F
106318,Personal Loan,9200,60,13.09,Home Improvement,0.0,Branch,1001,H
106319,Credit Card,13600,0,19.73,Revolving Credit,0.0,Branch,1002,V
106320,Credit Card,16200,0,18.6,Revolving Credit,0.0,Broker,1002,K
106321,Personal Loan,17900,36,12.79,Major Purchase,0.0,Broker,1083,S
106322,Personal Loan,7900,36,10.6,Home Improvement,0.0,Branch,1049,K
106323,Credit Card,9700,0,15.15,Revolving Credit,0.0,Online,1005,J
106324,Personal Loan,10600,48,10.11,Other,0.0,Online,1086,D
106325,Credit Card,10000,0,17.77,Revolving Credit,0.0,Online,1002,U
106326,Personal Loan,16600,60,11.97,Home Improvement,0.0,Online,1053,L
106327,Mortgage,102400,360,4.33,Refinance,0.89,Broker,1038,Q
106328,Personal Loan,4600,48,11.55,Major Purchase,0.0,Branch,1063,I
106329,Mortgage,70200,360,5.93,Home Purchase,0.829,Branch,1004,U
106330,Credit Card,14100,0,16.53,Revolving Credit,0.0,Online,1003,G
106331,Home Loan,187400,180,6.23,Refinance,0.944,Online,998,O
106332,Credit Card,5000,0,17.15,Revolving Credit,0.0,Branch,1052,I
106333,Personal Loan,27500,48,11.7,Major Purchase,0.0,Online,1039,B
106334,Mortgage,182800,360,6.75,Refinance,0.843,Online,1041,Z
106335,Personal Loan,8300,36,11.86,Major Purchase,0.0,Branch,1094,T
106336,Credit Card,9800,0,18.26,Revolving Credit,0.0,Broker,1071,U
106337,Mortgage,286400,360,6.25,Home Purchase,0.729,Online,1086,X
106338,Credit Card,8300,0,17.75,Revolving Credit,0.0,Online,1049,U
106339,Personal Loan,16200,36,11.36,Other,0.0,Branch,1048,U
106340,Home Loan,324700,360,6.89,Refinance,0.88,Online,1009,A
106341,Mortgage,189000,180,5.64,Refinance,0.576,Broker,1081,B
106342,Mortgage,339800,360,5.32,Home Purchase,0.949,Broker,1081,D
106343,Personal Loan,3500,48,11.53,Home Improvement,0.0,Online,1002,N
106344,Personal Loan,21800,24,12.56,Home Improvement,0.0,Branch,1005,O
106345,Credit Card,8100,0,20.71,Revolving Credit,0.0,Branch,1075,W
106346,Mortgage,371200,360,8.8,Refinance,0.838,Online,1046,G
106347,Personal Loan,9600,12,12.05,Home Improvement,0.0,Branch,1088,E
106348,Personal Loan,31400,24,11.89,Medical,0.0,Branch,1054,N
106349,Credit Card,8700,0,17.55,Revolving Credit,0.0,Branch,1000,R
106350,Personal Loan,15400,48,10.65,Debt Consolidation,0.0,Online,1043,Y
106351,Personal Loan,32900,48,14.24,Medical,0.0,Branch,1073,A
106352,Personal Loan,5300,48,11.23,Debt Consolidation,0.0,Branch,1011,D
106353,Mortgage,361700,180,4.2,Refinance,0.649,Online,1045,Q
106354,Personal Loan,1500,48,10.98,Major Purchase,0.0,Online,999,Y
106355,Personal Loan,17400,48,11.62,Major Purchase,0.0,Branch,1067,N
106356,Mortgage,263200,360,6.16,Refinance,0.736,Branch,1082,Y
106357,Credit Card,5800,0,17.13,Revolving Credit,0.0,Online,1042,B
106358,Personal Loan,26100,48,13.58,Medical,0.0,Direct Mail,1047,L
106359,Personal Loan,14100,36,12.65,Major Purchase,0.0,Branch,1000,U
106360,Credit Card,13700,0,17.61,Revolving Credit,0.0,Online,1083,G
106361,Mortgage,62400,360,6.81,Home Purchase,0.892,Broker,1083,N
106362,Personal Loan,9100,60,10.83,Major Purchase,0.0,Broker,1081,H
106363,Mortgage,329700,360,4.83,Home Purchase,0.735,Online,1075,H
106364,Personal Loan,40200,36,13.48,Debt Consolidation,0.0,Online,1081,N
106365,Personal Loan,15400,36,12.54,Major Purchase,0.0,Branch,1002,F
106366,Home Loan,218300,360,6.43,Home Purchase,0.877,Branch,1067,V
106367,Personal Loan,9700,24,11.78,Debt Consolidation,0.0,Online,1080,B
106368,Mortgage,450700,180,5.48,Refinance,0.77,Branch,1085,R
106369,Credit Card,8800,0,17.53,Revolving Credit,0.0,Online,1049,B
106370,Mortgage,162500,360,7.17,Home Purchase,0.867,Online,1059,P
106371,Personal Loan,15000,60,13.14,Major Purchase,0.0,Broker,1053,M
106372,Personal Loan,1600,36,11.9,Major Purchase,0.0,Online,999,D
106373,Mortgage,173400,360,6.48,Home Purchase,0.781,Broker,1004,Z
106374,Home Loan,232600,360,8.21,Refinance,0.759,Online,1045,B
106375,Credit Card,8800,0,17.66,Revolving Credit,0.0,Online,1003,U
106376,Credit Card,2300,0,16.27,Revolving Credit,0.0,Branch,1005,M
106377,Mortgage,564000,360,7.48,Home Purchase,0.769,Online,1009,R
106378,Personal Loan,10000,48,12.51,Medical,0.0,Broker,1095,X
106379,Personal Loan,18300,36,12.65,Debt Consolidation,0.0,Branch,1041,D
106380,Credit Card,8400,0,21.38,Revolving Credit,0.0,Branch,1086,G
106381,Credit Card,3400,0,16.95,Revolving Credit,0.0,Branch,1043,A
106382,Personal Loan,14200,48,12.76,Major Purchase,0.0,Broker,1075,R
106383,Mortgage,150100,360,5.74,Home Purchase,0.647,Online,1083,X
106384,Personal Loan,25700,60,12.01,Home Improvement,0.0,Online,1085,Y
106385,Personal Loan,8000,48,11.38,Debt Consolidation,0.0,Online,1002,H
106386,Personal Loan,7600,60,11.18,Debt Consolidation,0.0,Online,1046,U
106387,Personal Loan,25000,36,13.16,Home Improvement,0.0,Broker,1042,B
106388,Mortgage,148800,360,4.44,Home Purchase,0.606,Online,1047,T
106389,Mortgage,88400,180,6.08,Home Purchase,0.965,Branch,1012,M
106390,Mortgage,301400,360,7.84,Home Purchase,0.579,Broker,1005,N
106391,Mortgage,239900,360,5.03,Home Purchase,0.734,Branch,1079,J
